subID	modeli	name	eta	Mp	wp	nll	nllsd	success	iterations
1	1	McFadden	2.91635585427285	NaN	NaN	250.238330845619	0.0445271753699832	2	16
1	2	Model2	2.52664785385132	NaN	NaN	248.835798915345	0.0882088456714762	2	14
1	3	DN	1	7.24845093833283	-0.322286932636052	241.414292113485	0.0583935281843372	1	24
1	4	dDNa	1	6.35902777049942	-0.304861445950769	244.526444463357	0.0610945203498399	1	22
1	5	dDNb	1	6.84508566642181	-0.325997244473547	241.020822164732	0.0471786059398621	2	22
1	6	dDNc	1	6.51011120676995	-0.31258130967617	244.520644316463	0.0489027146416064	1	26
1	7	dDNd	1	6.74968490600587	-0.320665168762207	241.090636473426	0.0331984880448218	2	11
2	1	McFadden	83.1828072786331	NaN	NaN	349.025503641855	0.0407066736634844	2	15
2	2	Model2	79.7108413696289	NaN	NaN	348.350891515784	0.0312872789324069	2	12
2	3	DN	1	313.739513157861	-1.45303790334438	339.258290571506	0.0438789678290548	2	20
2	4	dDNa	1	268.685642129928	-1.20352262444794	338.955953920871	0.0353602732773417	2	18
2	5	dDNb	1	277.067109210006	-1.22294444593863	341.514254703469	0.0374936329177514	2	18
2	6	dDNc	1	259.05603761673	-1.15479173660278	339.001924834454	0.0296733867667843	2	15
2	7	dDNd	1	277.631381786062	-1.23143594622234	341.547812017708	0.0424654699235126	2	23
3	1	McFadden	7.71553754806519	NaN	NaN	183.854093691753	0.0292996390870314	2	17
3	2	Model2	7.0603734612465	NaN	NaN	191.710161416436	0.0407209333700046	2	28
3	3	DN	1	2.02948634854138	0.199403238565446	180.35625805768	0.0398157394189491	2	30
3	4	dDNa	1	4.32926003038884	0.104129960387945	191.724233612742	0.0364799986713765	2	20
3	5	dDNb	1	2.00817140694198e-09	0.230404206397361	189.591067093565	0.0490632354712293	2	18
3	6	dDNc	1	3.61777420756408	0.128579350432847	191.527791496571	0.0372565621068304	2	22
3	7	dDNd	1	0.00380859375000853	0.2300537109375	189.181923481142	0.0382182737362754	2	12
4	1	McFadden	10.0680843353272	NaN	NaN	124.85016324698	0.0226430638741632	2	13
4	2	Model2	9.39199218750001	NaN	NaN	124.930209330514	0.0260028154196078	2	9
4	3	DN	1	12.4093400119273	-0.0453033314695404	124.524106943876	0.0220693197615089	2	19
4	4	dDNa	1	12.4018183780521	-0.061718360289342	124.46288132188	0.0237812227113921	1	26
4	5	dDNb	1	11.5007960363291	-0.0428825598210097	124.514479418734	0.0237893673467592	2	11
4	6	dDNc	1	12.0395457406063	-0.0537132024997846	124.440162534936	0.0314598686719169	2	24
4	7	dDNd	1	11.8600596861274	-0.0505803901702166	124.517577678115	0.0265399408128455	1	25
5	1	McFadden	6.42282867431641	NaN	NaN	152.199610417761	0.0830008507546635	1	21
5	2	Model2	5.55848388671875	NaN	NaN	155.709164330828	0.109552145053887	2	13
5	3	DN	1	15.7930341009912	-0.148951140662213	148.515598577131	0.0435008402002306	1	22
5	4	dDNa	1	10.8101063400507	-0.111022478342056	147.498424917617	0.105438323887502	2	25
5	5	dDNb	1	13.0202125772834	-0.138009181618691	149.924569790834	0.107010408840989	1	20
5	6	dDNc	1	11.3099687576294	-0.119028043746948	147.488785411867	0.102361614620124	2	17
5	7	dDNd	1	12.2471885681152	-0.128739547729492	149.463094366273	0.114708400973972	2	18
6	1	McFadden	34.2516841888428	NaN	NaN	248.35252752709	0.0281182909104695	2	13
6	2	Model2	34.0533940972965	NaN	NaN	248.178437756589	0.0295182621088098	1	21
6	3	DN	1	4.73022461022765e-05	0.284121704101562	239.13453005187	0.0333120482098406	2	18
6	4	dDNa	1	3.52926576852042e-11	0.276002984296792	237.708890371788	0.0324777355921208	2	14
6	5	dDNb	1	2.86102299185131e-07	0.277768488973379	238.563939236494	0.032829349535527	2	14
6	6	dDNc	1	4.73022461022765e-05	0.275048065185547	237.711667111195	0.0338237157052066	2	14
6	7	dDNd	1	2.86102299185131e-07	0.280993127822876	238.541230071306	0.0336701720485926	2	14
7	1	McFadden	55.539689040184	NaN	NaN	286.02667302585	0.0315939763540329	2	10
7	2	Model2	56.4231811523438	NaN	NaN	286.520893285453	0.0363841248020935	2	9
7	3	DN	1	95.4670533753033	-0.26004224456392	284.885491586518	0.0374354293128412	2	18
7	4	dDNa	1	100.501914403657	-0.294664467242546	285.634595348538	0.0289650473987635	1	26
7	5	dDNb	1	110.762559509277	-0.35488224029541	285.221871805397	0.0307534675001976	2	11
7	6	dDNc	1	104.815416955948	-0.321359193325043	285.599166422509	0.0339004442198737	2	21
7	7	dDNd	1	200.681639399379	-0.96668215803802	284.449360734837	0.0336721084001395	2	22
8	1	McFadden	17.1163332223892	NaN	NaN	168.132450899126	0.111542657495968	2	24
8	2	Model2	16.613671875	NaN	NaN	168.925616333644	0.897103771289025	2	14
8	3	DN	1	0.000799560546880684	0.168466186523437	168.582843844979	0.10697951452626	1	22
8	4	dDNa	1	19.8875	-0.0312500000000001	169.467664107357	0.906187977800469	2	11
